x,y,z,nosequeesesto
6.12323399573677e-19,-1.49975978266186e-34,0.01,6
6.12323399573677e-19,-1.49975978266186e-34,-0.01,8
6.12323399573677e-19,-1.49975978266186e-34,0.01,5
6.12323399573677e-19,-1.49975978266186e-34,0.01,5
6.12323399573677e-19,-1.49975978266186e-34,0.01,5
0.00309016994374947,-7.5687334608683e-19,-0.00951056516295154,7
0.00587785252292473,-1.43965865561199e-18,-0.00809016994374948,7
0.00809016994374947,-1.98152014523418e-18,-0.00587785252292473,7
0.00951056516295154,-2.32941663697818e-18,-0.00309016994374948,7
0.01,-2.44929359829471e-18,-2.44929359829471e-18,7
0.00951056516295154,-2.32941663697818e-18,0.00309016994374947,7
0.00809016994374948,-1.98152014523418e-18,0.00587785252292473,7
0.00587785252292473,-1.43965865561199e-18,0.00809016994374947,7
0.00309016994374948,-7.56873346086831e-19,0.00951056516295154,7
6.12323399573677e-19,-1.49975978266186e-34,-0.01,9
6.12323399573677e-19,-1.49975978266186e-34,-0.01,9
6.12323399573677e-19,-1.49975978266186e-34,-0.01,9
0.00395632890072246,0.00289843140873001,0.00871473218166775,3
0.0085091656404272,0.0026189729070147,0.00455357892389011,3
0.00948258578049999,0.00283787070565362,-0.00142374744019171,3
0.00665114336736286,0.00291251252581856,-0.00687601357573813,3
0.00105212852037726,0.00277667782246762,-0.00954898349809158,3
0.00126163068330989,-0.00272079202191935,-0.00953968441786158,3
0.00666770029416098,-0.00276426682093213,-0.00692102606048694,3
0.00941850761649397,-0.00301317916086301,-0.00148743592217815,3
0.0084929614981498,-0.00272957187174266,0.0045187434523257,3
0.00388841271039883,-0.00292402107725261,0.00873672406187761,3
0.00658815458959856,0.00287427943621256,0.00695231880929788,3
0.00951810333110818,0.00261004782943348,0.00161039104146074,3
0.00850168735412929,0.00294075040235149,-0.00436729884524835,3
0.0041420363702743,0.00274293853796345,-0.00867869937745742,3
-0.00188584254914975,-0.00263377467774244,-0.00946080487203383,3
0.00414129347405671,-0.00271655359865372,-0.00868734855450021,3
0.00845991574868444,-0.00294209848061562,-0.00444678333804564,3
0.00941561903187649,-0.00295624022157288,0.00161454699495554,3
0.00657647214630322,-0.00270933481246554,0.00702919049271395,3
-0.00227857577364602,0.00304794202494281,-0.00924760195165973,3
0.000666135679528605,-0.00279941402763618,0.00957703212682994,3
0.0085038509133719,0.00524672109475484,0.000395521677027417,3
0.00659001484398272,0.00556678568770643,-0.00505792462016134,3
0.00220801183095782,0.00495476864664291,-0.00840088991789529,3
0.00474019194718464,-0.00502684898470475,-0.00722920255552565,3
-0.00361817244494424,0.000170610912279167,-0.00932092914227211,3
0.00780516215582995,-0.00562591369214033,-0.0027255345988976,3
0.00780512277244254,-0.00545866678940283,0.00304680412717481,3
0.00444513383166827,0.00559102707768083,0.00699865711656157,3
0.000801496292109474,0.00265851686591325,0.00960676281415283,3
0.00830821886153999,0.00472339024033919,0.00294331173785919,3
0.00219880890216711,-0.00540138082861221,-0.00812344290039951,3
0.0079907974351373,0.00550215248075626,-0.00242352520703022,3
0.00449581449220054,0.00541503085557032,-0.00710387872115938,3
0.00647534869109441,-0.00544394616240073,-0.00533228933101199,3
0.0082124618882104,-0.00570257590140982,0.000189994271891692,3
0.00681885903994434,-0.00488793279063599,0.00544162424535127,3
0.00455198172257631,-0.00545365364990888,0.00703826145181939,3
0.00675839105107586,0.00533153299923805,0.00508909680383203,3
0.00148111551495816,-0.00560357917604476,0.00814899976985812,3
-0.000645554099099487,0.00560587141079268,-0.0082557534865567,3
0.00608646745170243,-0.00773494375935918,0.00176792505466645,3
0.00555662853988238,-0.00746696796802279,-0.00365626430038726,3
0.00453175807280271,0.00768668547198275,0.00451420371985988,3
0.0066717833885608,0.00744482688672313,-0.000248714782127113,3
0.00398733478308302,0.00759400460999732,-0.00514123091398896,3
0.00323675403770175,-0.00755282973879752,-0.00569896361070653,3
0.00160897056042185,0.00720155496486285,-0.00674898657753555,3
0.0061307067996378,-0.00782423120032253,-0.00109354481425061,3
0.00162783446503829,0.00531159921202564,0.00831487033965305,3
0.00582373350842019,0.00757718108123424,-0.0029445636153919,3
0.00534438245387712,-0.00713373903594467,0.00453291777486969,3
-0.000492754075924714,-0.00498774302103034,-0.00865330069839381,3
0.00675441278947335,0.00693264793729258,0.00251322510869039,3
-0.00199152146503928,-0.00493819586754925,0.00846451793240509,3
-0.00273534537644579,-0.00172088424846586,0.00946342660324149,3
-0.000281145040642245,-0.00738453731950238,-0.00673717789901669,3
-0.00165753960582957,0.00470266308542067,0.00866819025864846,3
-0.00339414191604817,-0.00546294210004772,-0.00765741890360264,3
-0.00258746194478137,0.00171789054366964,0.00950546646747432,3
0.00193434945562413,0.00769854418635646,0.00608199881570555,3
-0.0045688681645669,-0.00255228198566746,-0.00852122645869974,3
-0.00485173721547335,0.00381193545005954,0.00786954853321144,3
-0.00561774404115669,0.000192609435527315,0.00827066221613447,3
-0.00539815712173394,-0.00352788663137286,0.00764289968567256,3
-0.00754803343063015,0.00241527289253539,0.00609865953998691,3
-0.00341475569262437,0.00676005851217847,0.00653001167469193,3
-0.0041700485881948,-0.0065267776835176,0.00632549348604765,3
-0.0080650768555927,-0.00145074524134301,0.0057314809219,3
-0.0010253719742813,-0.00762652356769406,0.00638629396330654,3
-0.00621861208392902,0.00582269249459098,0.00523689945130188,3
-0.00155710479148224,0.00800801897406867,-0.00578334304527228,3
0.00240702999788019,-0.00776259634565333,0.00582651736149087,3
-0.00712191545228468,-0.0054280346427705,0.00445137733823948,3
-0.00386153010852122,0.00579903081601903,-0.00717355050277377,3
-0.00467707575015301,0.00786858853628436,-0.00402619881202915,3
-0.000562078294586503,0.00694052232693538,0.0071772709172823,3
-0.00551973595716397,0.00280006268510029,-0.00785443593918113,3
-0.00650382802729816,-0.000455336161514368,-0.00758240660815208,3
-0.00683510875195112,0.0050979691303305,-0.00522417448935221,3
-0.00646359420574997,-0.00370109379934771,-0.00667261977275982,3
-0.00803927300865435,0.00178211377355552,-0.00567398977708149,3
-0.00843290300226354,-0.00174343684888119,-0.00508395268549757,3
0.00101873787591728,0.00904021212150529,-0.00415171505987109,3
-0.0037235448533425,-0.00874906928278936,0.0030966111170275,3
0.00320698155428736,-0.00899363962704506,0.0029714837319604,3
0.00015639726783404,-0.00923209765705509,0.00383978029908118,3
-0.0089645368260968,0.00347540842787894,-0.00274929368256327,3
0.00166088344709797,0.00934130856315063,0.0031593386179966,3
0.00440620591429085,0.00881600519693747,0.00169215891938076,3
-4.81600144918613e-05,-0.00930386857490158,-0.00366547543355061,3
-0.00784664074463859,-0.00494878222767985,-0.00373360194551825,3
-0.00939345368350424,0.00127020260773533,0.00318584576386914,3
-0.00735721271395913,0.00653350912767001,-0.001784567051195,3
-0.00112927161416261,0.00870097349818741,0.00479768754769283,3
0.00322949945504327,-0.00912514601420502,-0.00251038711941274,3
-0.00557401349499308,-0.00621966498890289,-0.00549964916912439,3
-0.00939559644724905,-0.00264668596287233,0.0021720545145957,3
-0.00317356862336657,-0.00811746157168838,-0.00490257889533107,3
-0.00588208658795056,-0.00752197767805482,-0.0029700015459082,3
-0.00946141919149882,0.000355604225407168,-0.00321793295728957,3
0.00335850632574612,0.00896073152330771,-0.00290271008320204,3
0.00450009826439089,0.00888645776874547,-0.000883166991643916,3
-0.00827720894936351,0.0043496867420752,0.00354514276925372,3
-0.00180790957113815,0.00955451639130521,-0.00233295510262565,3
-0.00948243107152883,-0.00272052095072145,-0.00163776272102835,3
0.00392196239120471,-0.00919480664978443,0.000271554184383032,3
-0.00752389719380332,-0.00658184402060823,0.000265142047706925,3
-0.00473205927327935,0.00880502405092467,-0.000281365415090613,3
0.00153625004233925,0.00986929376736429,-0.000486802157839248,3
-0.0035147828522455,-0.00929116725643082,-0.00114913555100729,3
-0.00427481883207723,0.00836090318754837,0.00343820037830279,3
-0.00997369155347626,0.000704691634796653,-0.000169960277605986,3
-0.00907792250471662,0.00415605713205581,0.000564368774337822,3
-0.00156393262652953,0.00977134790916374,0.0014404425631582,3
0.000403421457187732,-0.00998702910478541,0.000310645759748294,3
-0.00705053302030207,0.00685085001362049,0.00183189470781109,3
0.000920795935533654,0.00270556967639805,0.00548343668042497,1
0.00131207553800246,-0.00273617907489022,0.00529002834503988,1
0.00551412286443679,-0.00280198983379314,0.000484934044475081,1
0.00376294320873311,0.00407238958457526,0.000308838171492626,1
0.000143391184797632,-0.000613054897036421,-0.000280513316437261,1
0.00255869923971496,-0.00257474724896067,-0.00527316994789793,1
0.00120605201637316,-0.00589210591950273,0.000194254947567648,1
0.000901271388126673,0.00312638623131542,-0.00496141495401455,1
-0.00361616386706565,-0.00197732640829479,-0.00456852837926654,1
-0.00463473344146217,-0.00292078410170981,0.00110555851409306,1
-0.00493060085543002,0.00280770659643568,0.00104219640227853,1
